2142112 = {
	1000 = {
		ItemID = 1072018
		Quantity = 1
		Price = 10000000
		Position = 11
		ReqItem = 0
		ReqItemQ = 0
		Category = 23
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	12 = {
		ItemID = 1072064
		Quantity = 1
		Price = 10000000
		Position = 12
		ReqItem = 0
		ReqItemQ = 0
		Category = 23
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	13 = {
		ItemID = 1062148
		Quantity = 1
		Price = 10000000
		Position = 13
		ReqItem = 0
		ReqItemQ = 0
		Category = 23
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	14 = {
		ItemID = 1042231
		Quantity = 1
		Price = 10000000
		Position = 14
		ReqItem = 0
		ReqItemQ = 0
		Category = 23
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	15 = {
		ItemID = 1041011
		Quantity = 1
		Price = 10000000
		Position = 15
		ReqItem = 0
		ReqItemQ = 0
		Category = 23
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	16 = {
		ItemID = 1041002
		Quantity = 1
		Price = 10000000
		Position = 16
		ReqItem = 0
		ReqItemQ = 0
		Category = 23
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	17 = {
		ItemID = 1051017
		Quantity = 1
		Price = 10000000
		Position = 17
		ReqItem = 0
		ReqItemQ = 0
		Category = 23
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	18 = {
		ItemID = 1050018
		Quantity = 1
		Price = 10000000
		Position = 18
		ReqItem = 0
		ReqItemQ = 0
		Category = 23
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	19 = {
		ItemID = 1002089
		Quantity = 1
		Price = 10000000
		Position = 19
		ReqItem = 0
		ReqItemQ = 0
		Category = 23
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	20 = {
		ItemID = 1002090
		Quantity = 1
		Price = 10000000
		Position = 20
		ReqItem = 0
		ReqItemQ = 0
		Category = 23
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	21 = {
		ItemID = 1032033
		Quantity = 1
		Price = 10000000
		Position = 21
		ReqItem = 0
		ReqItemQ = 0
		Category = 24
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	22 = {
		ItemID = 1032025
		Quantity = 1
		Price = 10000000
		Position = 22
		ReqItem = 0
		ReqItemQ = 0
		Category = 24
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	23 = {
		ItemID = 1032032
		Quantity = 1
		Price = 10000000
		Position = 23
		ReqItem = 0
		ReqItemQ = 0
		Category = 24
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	24 = {
		ItemID = 1032141
		Quantity = 1
		Price = 10000000
		Position = 24
		ReqItem = 0
		ReqItemQ = 0
		Category = 24
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	25 = {
		ItemID = 1032040
		Quantity = 1
		Price = 10000000
		Position = 25
		ReqItem = 0
		ReqItemQ = 0
		Category = 24
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	26 = {
		ItemID = 1032100
		Quantity = 1
		Price = 10000000
		Position = 26
		ReqItem = 0
		ReqItemQ = 0
		Category = 24
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	27 = {
		ItemID = 1032028
		Quantity = 1
		Price = 10000000
		Position = 27
		ReqItem = 0
		ReqItemQ = 0
		Category = 24
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	28 = {
		ItemID = 1032027
		Quantity = 1
		Price = 10000000
		Position = 28
		ReqItem = 0
		ReqItemQ = 0
		Category = 24
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	29 = {
		ItemID = 1032026
		Quantity = 1
		Price = 10000000
		Position = 29
		ReqItem = 0
		ReqItemQ = 0
		Category = 24
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	30 = {
		ItemID = 1032085
		Quantity = 1
		Price = 10000000
		Position = 30
		ReqItem = 0
		ReqItemQ = 0
		Category = 24
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	31 = {
		ItemID = 1032108
		Quantity = 1
		Price = 10000000
		Position = 31
		ReqItem = 0
		ReqItemQ = 0
		Category = 24
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	32 = {
		ItemID = 1032103
		Quantity = 1
		Price = 10000000
		Position = 32
		ReqItem = 0
		ReqItemQ = 0
		Category = 24
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	33 = {
		ItemID = 1032104
		Quantity = 1
		Price = 10000000
		Position = 33
		ReqItem = 0
		ReqItemQ = 0
		Category = 24
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	34 = {
		ItemID = 1032102
		Quantity = 1
		Price = 10000000
		Position = 34
		ReqItem = 0
		ReqItemQ = 0
		Category = 24
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	35 = {
		ItemID = 1032098
		Quantity = 1
		Price = 10000000
		Position = 35
		ReqItem = 0
		ReqItemQ = 0
		Category = 24
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	36 = {
		ItemID = 1372033
		Quantity = 1
		Price = 10000000
		Position = 36
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	37 = {
		ItemID = 1332020
		Quantity = 1
		Price = 10000000
		Position = 37
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	38 = {
		ItemID = 1302049
		Quantity = 1
		Price = 10000000
		Position = 38
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	39 = {
		ItemID = 1432039
		Quantity = 1
		Price = 10000000
		Position = 39
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	40 = {
		ItemID = 1302221
		Quantity = 1
		Price = 10000000
		Position = 40
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	41 = {
		ItemID = 1302014
		Quantity = 1
		Price = 10000000
		Position = 41
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	42 = {
		ItemID = 1302020
		Quantity = 1
		Price = 10000000
		Position = 42
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	43 = {
		ItemID = 1302030
		Quantity = 1
		Price = 10000000
		Position = 43
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	44 = {
		ItemID = 1302015
		Quantity = 1
		Price = 10000000
		Position = 44
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	45 = {
		ItemID = 1302064
		Quantity = 1
		Price = 10000000
		Position = 45
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	46 = {
		ItemID = 1302253
		Quantity = 1
		Price = 10000000
		Position = 46
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	47 = {
		ItemID = 1302063
		Quantity = 1
		Price = 10000000
		Position = 47
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	48 = {
		ItemID = 1302284
		Quantity = 1
		Price = 10000000
		Position = 48
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	49 = {
		ItemID = 1402036
		Quantity = 1
		Price = 10000000
		Position = 49
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	50 = {
		ItemID = 1402047
		Quantity = 1
		Price = 10000000
		Position = 50
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	51 = {
		ItemID = 1402062
		Quantity = 1
		Price = 10000000
		Position = 51
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	52 = {
		ItemID = 1402039
		Quantity = 1
		Price = 10000000
		Position = 52
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	53 = {
		ItemID = 1402214
		Quantity = 1
		Price = 10000000
		Position = 53
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	54 = {
		ItemID = 1402096
		Quantity = 1
		Price = 10000000
		Position = 54
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	55 = {
		ItemID = 1432012
		Quantity = 1
		Price = 10000000
		Position = 55
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	56 = {
		ItemID = 1442024
		Quantity = 1
		Price = 10000000
		Position = 56
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	57 = {
		ItemID = 1442018
		Quantity = 1
		Price = 10000000
		Position = 57
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	58 = {
		ItemID = 1442012
		Quantity = 1
		Price = 10000000
		Position = 58
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	59 = {
		ItemID = 1442013
		Quantity = 1
		Price = 10000000
		Position = 59
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	60 = {
		ItemID = 1442014
		Quantity = 1
		Price = 10000000
		Position = 60
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	61 = {
		ItemID = 1442015
		Quantity = 1
		Price = 10000000
		Position = 61
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	62 = {
		ItemID = 1442016
		Quantity = 1
		Price = 10000000
		Position = 62
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	63 = {
		ItemID = 1442017
		Quantity = 1
		Price = 10000000
		Position = 63
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	64 = {
		ItemID = 1442046
		Quantity = 1
		Price = 10000000
		Position = 64
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	65 = {
		ItemID = 1442030
		Quantity = 1
		Price = 10000000
		Position = 65
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	66 = {
		ItemID = 1332242
		Quantity = 1
		Price = 10000000
		Position = 66
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	67 = {
		ItemID = 1472230
		Quantity = 1
		Price = 10000000
		Position = 67
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	68 = {
		ItemID = 1472030
		Quantity = 1
		Price = 10000000
		Position = 68
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	69 = {
		ItemID = 1472032
		Quantity = 1
		Price = 10000000
		Position = 69
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	70 = {
		ItemID = 1472055
		Quantity = 1
		Price = 10000000
		Position = 70
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	71 = {
		ItemID = 1472086
		Quantity = 1
		Price = 10000000
		Position = 71
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	72 = {
		ItemID = 1382009
		Quantity = 1
		Price = 10000000
		Position = 72
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	73 = {
		ItemID = 1382012
		Quantity = 1
		Price = 10000000
		Position = 73
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	74 = {
		ItemID = 1382226
		Quantity = 1
		Price = 10000000
		Position = 74
		ReqItem = 0
		ReqItemQ = 0
		Category = 21
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
		BuyLimit = 0
		WorldBuyLimit = 0
		LimitQuestExID = 0
		LimitQuestExKey = 
		LimitQuestExValue = 0
	}
	75 = {
		ItemID = 1092030
		Quantity = 1
		Price = 10000000
		Position = 75
		ReqItem = 0
		ReqItemQ = 0
		Category = 22
		MinLevel = 0
		Expiration = 0
		PointQuestExID = 0
		PointPrice = 0
